label,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62
2,0.37828,0.68758,0.00000,0.44076,0.65054,-0.02711,0.49758,0.59589,-0.05714,0.51591,0.53887,-0.09082,0.47592,0.53540,-0.12469,0.45045,0.42005,-0.04392,0.47070,0.32005,-0.07866,0.48070,0.24656,-0.09900,0.48819,0.18576,-0.11309,0.39745,0.41370,-0.05372,0.45460,0.44659,-0.10535,0.45546,0.53017,-0.11606,0.44136,0.57170,-0.11338,0.35526,0.43951,-0.06542,0.41846,0.48752,-0.10882,0.42144,0.55589,-0.09860,0.41012,0.58851,-0.08214,0.32096,0.48140,-0.08100,0.37605,0.51734,-0.10495,0.38570,0.56467,-0.09518,0.37823,0.58899,-0.08149
2,0.37405,0.69096,0.00000,0.43689,0.65210,-0.02533,0.49399,0.59581,-0.05593,0.51564,0.53816,-0.09061,0.47541,0.53865,-0.12534,0.44479,0.42041,-0.04434,0.46764,0.32105,-0.08020,0.47875,0.24804,-0.10111,0.48584,0.18710,-0.11582,0.39115,0.41533,-0.05603,0.45379,0.44873,-0.10889,0.45659,0.53292,-0.11989,0.44115,0.56936,-0.11741,0.34967,0.44265,-0.06945,0.41941,0.49240,-0.11424,0.42306,0.56247,-0.10364,0.40989,0.59073,-0.08694,0.31705,0.48636,-0.08650,0.37801,0.52653,-0.11127,0.38773,0.57516,-0.10116,0.37856,0.59551,-0.08729
2,0.36764,0.68301,0.00000,0.43592,0.63709,-0.01442,0.49368,0.57781,-0.04195,0.52025,0.52247,-0.07545,0.48260,0.53365,-0.10979,0.43425,0.41684,-0.03845,0.45816,0.32038,-0.07256,0.47115,0.24988,-0.09341,0.47734,0.18898,-0.10879,0.38223,0.41479,-0.05465,0.45416,0.45003,-0.09964,0.45642,0.52844,-0.10611,0.43353,0.55184,-0.10382,0.34485,0.44777,-0.07167,0.42336,0.49563,-0.11098,0.42421,0.55657,-0.09964,0.40240,0.56987,-0.08575,0.31885,0.49551,-0.09122,0.38657,0.53360,-0.11108,0.39242,0.57707,-0.09874,0.37457,0.59090,-0.08600
2,0.35309,0.67510,0.00000,0.42955,0.62498,-0.01269,0.48503,0.56598,-0.04200,0.51967,0.51856,-0.07782,0.49617,0.52334,-0.11424,0.41970,0.40672,-0.03808,0.44380,0.31562,-0.07684,0.45709,0.24466,-0.10168,0.46357,0.18584,-0.11882,0.37343,0.41262,-0.05639,0.46077,0.43920,-0.10470,0.46427,0.51413,-0.11112,0.43942,0.54024,-0.10830,0.34285,0.45137,-0.07616,0.43575,0.48782,-0.11901,0.43530,0.54765,-0.10742,0.41128,0.56427,-0.09277,0.32600,0.50394,-0.09822,0.40711,0.53453,-0.12018,0.40998,0.57829,-0.10762,0.38903,0.59362,-0.09481
2,0.33677,0.67166,0.00000,0.42106,0.62195,-0.00904,0.47088,0.56681,-0.03818,0.50818,0.52774,-0.07471,0.50378,0.51466,-0.11109,0.40644,0.40359,-0.03436,0.43383,0.31389,-0.07305,0.44929,0.24068,-0.09727,0.45602,0.18330,-0.11410,0.36621,0.41412,-0.05549,0.46603,0.42855,-0.10486,0.47094,0.50699,-0.11080,0.44665,0.53467,-0.10671,0.34319,0.45310,-0.07816,0.44474,0.48226,-0.12091,0.44288,0.54616,-0.10603,0.41683,0.56433,-0.08901,0.33461,0.50520,-0.10311,0.41850,0.53366,-0.12539,0.41874,0.57721,-0.11128,0.39567,0.59045,-0.09727
2,0.32808,0.66933,0.00000,0.41219,0.61676,-0.00566,0.45493,0.56108,-0.03213,0.48938,0.52085,-0.06607,0.49901,0.50147,-0.09903,0.39023,0.39866,-0.02781,0.41950,0.31275,-0.06111,0.43573,0.24201,-0.08226,0.44297,0.18591,-0.09810,0.35830,0.41312,-0.04947,0.46302,0.42651,-0.09368,0.46486,0.49925,-0.09878,0.43780,0.52253,-0.09560,0.34300,0.45326,-0.07235,0.44721,0.47992,-0.10958,0.44290,0.54034,-0.09427,0.41469,0.55442,-0.07863,0.34063,0.50521,-0.09741,0.42505,0.53436,-0.11634,0.42244,0.57499,-0.10271,0.39733,0.58385,-0.09005
2,0.32116,0.66823,0.00000,0.40480,0.61129,-0.00253,0.44785,0.55204,-0.02664,0.48409,0.51227,-0.05869,0.49739,0.49861,-0.08965,0.37925,0.40056,-0.02347,0.40864,0.31492,-0.05469,0.42338,0.24578,-0.07458,0.42955,0.19062,-0.08979,0.35116,0.41568,-0.04575,0.45901,0.42599,-0.08828,0.46011,0.49287,-0.09330,0.43305,0.51205,-0.09048,0.33975,0.45476,-0.06898,0.44622,0.47975,-0.10413,0.44046,0.53543,-0.08989,0.41207,0.54583,-0.07561,0.34178,0.50452,-0.09423,0.42626,0.53492,-0.11114,0.42255,0.57335,-0.09857,0.39812,0.57921,-0.08716
2,0.31096,0.67090,0.00000,0.39719,0.61475,-0.00079,0.43942,0.54775,-0.02171,0.47301,0.50457,-0.05029,0.49093,0.49978,-0.07830,0.37014,0.40350,-0.02045,0.40085,0.32111,-0.04956,0.41415,0.25348,-0.06880,0.41885,0.19915,-0.08418,0.34397,0.42027,-0.04286,0.45440,0.42719,-0.08413,0.45529,0.49204,-0.08996,0.42751,0.51030,-0.08789,0.33509,0.46055,-0.06591,0.44484,0.48257,-0.10047,0.43701,0.53795,-0.08779,0.40689,0.54811,-0.07463,0.33940,0.51098,-0.09069,0.42757,0.53814,-0.10799,0.42272,0.57878,-0.09666,0.39838,0.58575,-0.08635
2,0.30610,0.66891,0.00000,0.38940,0.60840,-0.00107,0.43094,0.54032,-0.02180,0.46228,0.49913,-0.04949,0.48190,0.49986,-0.07673,0.36651,0.40530,-0.02444,0.39485,0.32007,-0.05333,0.40667,0.25187,-0.07198,0.41255,0.19683,-0.08680,0.34242,0.42153,-0.04522,0.45032,0.43178,-0.08502,0.45230,0.49475,-0.09006,0.42763,0.51583,-0.08795,0.33594,0.46299,-0.06613,0.44594,0.48718,-0.09888,0.43684,0.54067,-0.08613,0.40795,0.55246,-0.07342,0.34186,0.51450,-0.08872,0.42994,0.54381,-0.10416,0.42157,0.58539,-0.09236,0.39614,0.59394,-0.08215
2,0.30670,0.67304,0.00000,0.38115,0.61283,0.00161,0.42066,0.54172,-0.01818,0.45102,0.49971,-0.04494,0.47519,0.50173,-0.07124,0.36404,0.40989,-0.02549,0.39220,0.32321,-0.05419,0.40515,0.25397,-0.07292,0.41040,0.19871,-0.08796,0.34002,0.42740,-0.04695,0.44541,0.43244,-0.08547,0.45097,0.49257,-0.09026,0.42865,0.51395,-0.08868,0.33597,0.46998,-0.06799,0.44372,0.49270,-0.09774,0.43632,0.54391,-0.08413,0.40698,0.55480,-0.07211,0.34354,0.52192,-0.09050,0.43032,0.55342,-0.10310,0.42125,0.59219,-0.09084,0.39575,0.59710,-0.08121
2,0.30235,0.68073,0.00000,0.37669,0.62130,-0.00192,0.41913,0.54693,-0.02223,0.45130,0.50640,-0.04901,0.47365,0.51547,-0.07533,0.36127,0.41438,-0.02355,0.38607,0.33083,-0.05279,0.39834,0.26103,-0.07389,0.40378,0.20553,-0.09126,0.33828,0.43373,-0.04427,0.44046,0.44109,-0.08480,0.44578,0.49981,-0.09347,0.42322,0.52137,-0.09476,0.33362,0.47854,-0.06509,0.43826,0.49788,-0.09629,0.43152,0.54586,-0.08514,0.40388,0.55512,-0.07494,0.34081,0.53341,-0.08777,0.42825,0.56039,-0.10213,0.41901,0.59659,-0.09160,0.39356,0.60104,-0.08337
2,0.29200,0.68910,0.00000,0.36660,0.62355,-0.00084,0.41334,0.55007,-0.02026,0.44897,0.51366,-0.04598,0.47161,0.52462,-0.07130,0.35787,0.42278,-0.02236,0.38358,0.33904,-0.05072,0.39539,0.26986,-0.07106,0.40140,0.21458,-0.08785,0.33716,0.44420,-0.04340,0.44109,0.45606,-0.08273,0.44871,0.51337,-0.09077,0.43087,0.53544,-0.09207,0.33115,0.49199,-0.06446,0.43574,0.51765,-0.09398,0.42817,0.56079,-0.08269,0.40303,0.56749,-0.07283,0.33674,0.55016,-0.08747,0.42329,0.57858,-0.09982,0.41214,0.61123,-0.08833,0.38588,0.61342,-0.07982
2,0.28782,0.69888,0.00000,0.34662,0.62102,0.00016,0.39374,0.54532,-0.01946,0.43378,0.51048,-0.04569,0.45570,0.51782,-0.07169,0.35039,0.42875,-0.02287,0.37855,0.35085,-0.05312,0.38987,0.28383,-0.07426,0.39484,0.22905,-0.09090,0.33129,0.45303,-0.04472,0.43689,0.47181,-0.08350,0.43729,0.52310,-0.08993,0.41630,0.53706,-0.09041,0.32606,0.50440,-0.06681,0.43134,0.53334,-0.09728,0.41797,0.57041,-0.08591,0.39124,0.57008,-0.07576,0.32992,0.56701,-0.09056,0.41896,0.59687,-0.10420,0.40183,0.62487,-0.09254,0.37213,0.62261,-0.08350
2,0.27635,0.71157,0.00000,0.33786,0.64108,0.00109,0.38218,0.56672,-0.01817,0.42350,0.52626,-0.04417,0.45095,0.52080,-0.06995,0.33721,0.44126,-0.02515,0.36464,0.35740,-0.05520,0.37763,0.28724,-0.07490,0.38239,0.23143,-0.08979,0.31856,0.46505,-0.04715,0.42789,0.47800,-0.08561,0.43026,0.53392,-0.09051,0.40686,0.55033,-0.08912,0.31414,0.51669,-0.06903,0.42246,0.53967,-0.10175,0.41210,0.58267,-0.08950,0.38404,0.58559,-0.07744,0.31921,0.57906,-0.09190,0.40962,0.60342,-0.10704,0.39735,0.63515,-0.09363,0.36856,0.63527,-0.08234
2,0.25977,0.71340,0.00000,0.32084,0.64453,-0.00049,0.36666,0.57048,-0.01939,0.41006,0.52927,-0.04401,0.43728,0.51472,-0.06792,0.31582,0.44860,-0.02904,0.35029,0.35655,-0.05794,0.36528,0.28736,-0.07605,0.37344,0.23118,-0.08954,0.30437,0.47151,-0.04871,0.41271,0.48173,-0.08394,0.41058,0.53331,-0.08715,0.38578,0.54782,-0.08574,0.30602,0.52181,-0.06797,0.41619,0.53929,-0.09772,0.40350,0.58214,-0.08370,0.37672,0.58848,-0.07148,0.31727,0.58158,-0.08832,0.40729,0.60272,-0.10147,0.39297,0.63559,-0.08696,0.36582,0.64051,-0.07532
2,0.24573,0.70936,0.00000,0.27697,0.62805,0.00153,0.31413,0.54171,-0.01405,0.35377,0.49518,-0.03541,0.38248,0.47992,-0.05606,0.30363,0.44593,-0.02582,0.34511,0.34876,-0.05552,0.36336,0.27601,-0.07357,0.37320,0.21728,-0.08655,0.30271,0.46886,-0.04576,0.40501,0.47178,-0.08296,0.39896,0.52068,-0.08817,0.37152,0.53292,-0.08719,0.31166,0.51777,-0.06511,0.41444,0.52476,-0.09540,0.40041,0.56643,-0.08222,0.37274,0.57098,-0.07003,0.32575,0.57831,-0.08527,0.40999,0.59142,-0.09993,0.39348,0.62284,-0.08640,0.36542,0.62529,-0.07450
2,0.22587,0.71414,0.00000,0.24171,0.62038,0.00458,0.27935,0.52832,-0.00853,0.32659,0.48268,-0.02655,0.36299,0.46699,-0.04440,0.28377,0.44682,-0.02705,0.32700,0.34212,-0.05425,0.34508,0.26759,-0.07027,0.35429,0.20596,-0.08142,0.29665,0.46757,-0.04616,0.39646,0.45948,-0.07640,0.38916,0.50890,-0.07705,0.36034,0.52417,-0.07328,0.31538,0.51676,-0.06409,0.41105,0.51494,-0.08815,0.39596,0.55564,-0.07223,0.36766,0.56413,-0.05842,0.33519,0.57707,-0.08238,0.41137,0.58048,-0.09152,0.39595,0.61447,-0.07374,0.36918,0.62229,-0.05867
2,0.22125,0.71471,-0.00000,0.23456,0.61386,0.00994,0.26911,0.52297,-0.00175,0.31540,0.48191,-0.01919,0.35447,0.47598,-0.03667,0.27486,0.44184,-0.02391,0.31494,0.33204,-0.04787,0.33300,0.25621,-0.06222,0.34210,0.19473,-0.07236,0.29366,0.46525,-0.04482,0.38232,0.45405,-0.06962,0.37444,0.50144,-0.06869,0.34731,0.51805,-0.06533,0.31771,0.51621,-0.06372,0.40055,0.51069,-0.08141,0.38562,0.55073,-0.06289,0.35895,0.56283,-0.04929,0.34236,0.57820,-0.08270,0.41091,0.57334,-0.08648,0.39310,0.60636,-0.06538,0.36659,0.61854,-0.04898
2,0.21229,0.72070,-0.00000,0.21928,0.60939,0.01054,0.25329,0.51896,-0.00104,0.30379,0.48942,-0.01829,0.34710,0.50266,-0.03606,0.26083,0.44106,-0.02222,0.30369,0.32688,-0.04128,0.32335,0.25143,-0.05239,0.33248,0.19095,-0.06108,0.28830,0.46582,-0.04291,0.37059,0.44983,-0.06261,0.36203,0.49888,-0.06051,0.33407,0.51690,-0.05725,0.32006,0.51707,-0.06114,0.39124,0.50959,-0.07232,0.37581,0.54961,-0.05315,0.34817,0.56418,-0.04057,0.35031,0.57863,-0.07968,0.40308,0.57208,-0.07778,0.38486,0.60697,-0.05499,0.36096,0.62355,-0.03834
2,0.20416,0.72831,-0.00000,0.20482,0.60819,0.01374,0.23587,0.51599,0.00417,0.28639,0.48562,-0.01121,0.33209,0.50192,-0.02765,0.24730,0.44445,-0.02087,0.28610,0.32307,-0.03836,0.30554,0.24368,-0.04800,0.31539,0.18082,-0.05546,0.28015,0.46978,-0.04121,0.35836,0.44427,-0.05777,0.34860,0.49368,-0.05294,0.32018,0.51692,-0.04767,0.31493,0.52245,-0.05863,0.38038,0.50750,-0.06695,0.36418,0.54591,-0.04668,0.33657,0.56414,-0.03334,0.34644,0.58447,-0.07591,0.39379,0.56970,-0.07049,0.37556,0.60327,-0.04577,0.35236,0.62170,-0.02797
2,0.20390,0.73991,-0.00000,0.19488,0.61665,0.01853,0.22424,0.52063,0.01351,0.27283,0.48392,0.00282,0.31907,0.49334,-0.00956,0.23720,0.45137,-0.01881,0.27522,0.32191,-0.03313,0.29566,0.24039,-0.04008,0.30594,0.17684,-0.04547,0.27726,0.47803,-0.03790,0.34658,0.43997,-0.04825,0.33694,0.48593,-0.03989,0.31010,0.51358,-0.03324,0.31720,0.53171,-0.05334,0.37273,0.50251,-0.05577,0.35839,0.53916,-0.03365,0.33348,0.56233,-0.02022,0.35092,0.59408,-0.06795,0.38844,0.56718,-0.05776,0.37053,0.59890,-0.03117,0.35013,0.62023,-0.01262
2,0.20693,0.74268,-0.00000,0.19547,0.61713,0.01604,0.22409,0.51890,0.01151,0.27343,0.48223,0.00168,0.31991,0.49254,-0.00978,0.23781,0.44932,-0.01722,0.27415,0.31827,-0.03036,0.29507,0.23754,-0.03696,0.30637,0.17440,-0.04240,0.28367,0.47834,-0.03477,0.34200,0.44018,-0.04532,0.33037,0.48394,-0.03907,0.30502,0.51258,-0.03388,0.32639,0.53288,-0.04887,0.36943,0.50289,-0.05164,0.35452,0.53889,-0.03144,0.33169,0.56272,-0.01911,0.36106,0.59422,-0.06238,0.39003,0.56489,-0.05273,0.37130,0.59564,-0.02706,0.35262,0.61830,-0.00885
2,0.20924,0.74512,-0.00000,0.19555,0.62049,0.01560,0.22251,0.52432,0.01097,0.27268,0.48723,0.00149,0.32020,0.49698,-0.00986,0.23864,0.45454,-0.01977,0.27350,0.31916,-0.03326,0.29428,0.23681,-0.03906,0.30604,0.17269,-0.04353,0.28837,0.48160,-0.03547,0.34097,0.43296,-0.04521,0.32905,0.47801,-0.03718,0.30481,0.51200,-0.03027,0.33348,0.53419,-0.04767,0.36966,0.49952,-0.04893,0.35500,0.53622,-0.02821,0.33289,0.56363,-0.01542,0.36911,0.59413,-0.05925,0.39186,0.56654,-0.04851,0.37391,0.59613,-0.02358,0.35547,0.61956,-0.00572
2,0.21211,0.74636,-0.00000,0.19404,0.62095,0.01349,0.22033,0.52280,0.00935,0.27115,0.48491,0.00085,0.31735,0.49594,-0.00919,0.23762,0.45116,-0.01777,0.27182,0.31615,-0.02985,0.29329,0.23390,-0.03502,0.30599,0.17039,-0.03921,0.29018,0.47872,-0.03197,0.33993,0.43100,-0.04155,0.32750,0.47519,-0.03398,0.30384,0.50999,-0.02700,0.33600,0.53169,-0.04298,0.36733,0.49641,-0.04426,0.35289,0.53129,-0.02498,0.33158,0.55964,-0.01272,0.37224,0.59081,-0.05362,0.38878,0.56426,-0.04317,0.37177,0.59236,-0.01978,0.35505,0.61573,-0.00269
2,0.20970,0.74840,-0.00000,0.19182,0.62071,0.01460,0.21909,0.52214,0.01130,0.26936,0.48289,0.00342,0.31546,0.49295,-0.00598,0.23377,0.45410,-0.01624,0.26663,0.31726,-0.02914,0.28819,0.23426,-0.03496,0.30136,0.17071,-0.03943,0.28721,0.47930,-0.03077,0.33572,0.42627,-0.03974,0.32448,0.46804,-0.03187,0.30273,0.50281,-0.02489,0.33407,0.52965,-0.04224,0.36336,0.48954,-0.04201,0.35025,0.52184,-0.02223,0.33030,0.54982,-0.01003,0.37049,0.58667,-0.05345,0.38399,0.55765,-0.04154,0.36913,0.58339,-0.01800,0.35438,0.60610,-0.00114
2,0.20784,0.73892,-0.00000,0.19221,0.61221,0.01469,0.21863,0.51402,0.01158,0.26738,0.47661,0.00365,0.31410,0.48697,-0.00553,0.23170,0.44469,-0.01339,0.26547,0.31302,-0.02333,0.28591,0.23423,-0.02713,0.29836,0.17306,-0.03079,0.28379,0.47116,-0.02852,0.33345,0.42394,-0.03700,0.32246,0.46737,-0.03068,0.30017,0.49986,-0.02498,0.33023,0.52120,-0.04046,0.36065,0.48723,-0.03973,0.34823,0.52093,-0.02144,0.32871,0.54714,-0.01055,0.36647,0.57653,-0.05217,0.38132,0.55178,-0.03995,0.36763,0.57918,-0.01732,0.35269,0.60157,-0.00135
2,0.20357,0.72426,-0.00000,0.19152,0.59932,0.01450,0.22011,0.49952,0.01011,0.26856,0.46181,0.00059,0.31621,0.47170,-0.00972,0.22606,0.43244,-0.01326,0.26303,0.30589,-0.02466,0.28576,0.23207,-0.02966,0.30028,0.17371,-0.03405,0.27187,0.46019,-0.03060,0.33400,0.41925,-0.04207,0.32614,0.46225,-0.03748,0.30369,0.49026,-0.03277,0.31612,0.50950,-0.04496,0.36060,0.47969,-0.04702,0.34843,0.51442,-0.02842,0.32773,0.53696,-0.01693,0.35312,0.56351,-0.05915,0.38121,0.53710,-0.04788,0.36772,0.56709,-0.02382,0.35161,0.58891,-0.00704
2,0.18893,0.71116,-0.00000,0.19576,0.59982,0.01458,0.23136,0.49620,0.00700,0.28158,0.44644,-0.00754,0.32932,0.43387,-0.02168,0.22616,0.42356,-0.01331,0.27464,0.31499,-0.03260,0.29868,0.24618,-0.04274,0.31437,0.18858,-0.05028,0.24613,0.45205,-0.03566,0.34300,0.42159,-0.06102,0.33428,0.46905,-0.06118,0.30534,0.48965,-0.05689,0.27367,0.50076,-0.05565,0.36244,0.48269,-0.07060,0.34795,0.52223,-0.05320,0.32078,0.53395,-0.03968,0.30290,0.55797,-0.07561,0.37686,0.54295,-0.07506,0.35962,0.57448,-0.05493,0.33124,0.58588,-0.03971
