label,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62
1,0.28378,0.63204,-0.00000,0.33485,0.53555,-0.00546,0.39485,0.44925,-0.02401,0.43454,0.37904,-0.04277,0.45263,0.31343,-0.05796,0.45646,0.49667,-0.04000,0.52668,0.56050,-0.06048,0.49720,0.56885,-0.06850,0.46328,0.54838,-0.07235,0.44242,0.56968,-0.05164,0.51148,0.62399,-0.06044,0.48161,0.62495,-0.05540,0.44886,0.60423,-0.05549,0.42413,0.64351,-0.06250,0.48908,0.68313,-0.06758,0.45763,0.68104,-0.04852,0.42427,0.66382,-0.03950,0.40301,0.71275,-0.07359,0.45790,0.73142,-0.07294,0.42896,0.72469,-0.05278,0.40091,0.71152,-0.03979
1,0.28089,0.63679,-0.00000,0.33289,0.54101,-0.00485,0.39442,0.45480,-0.02202,0.43459,0.38417,-0.03925,0.45206,0.31897,-0.05301,0.45498,0.50335,-0.03839,0.52399,0.56612,-0.05723,0.49531,0.57461,-0.06462,0.46215,0.55339,-0.06825,0.44182,0.57634,-0.04929,0.50908,0.62850,-0.05587,0.47969,0.63041,-0.05029,0.44747,0.61002,-0.05043,0.42412,0.65071,-0.05927,0.48761,0.68862,-0.06254,0.45696,0.68619,-0.04410,0.42406,0.66890,-0.03578,0.40323,0.72029,-0.06938,0.45634,0.73728,-0.06771,0.42864,0.73045,-0.04812,0.40138,0.71739,-0.03567
1,0.28066,0.64428,-0.00000,0.33175,0.54987,-0.00580,0.39234,0.46317,-0.02460,0.42996,0.39085,-0.04336,0.44682,0.32403,-0.05862,0.44922,0.50831,-0.04414,0.52069,0.56812,-0.06408,0.49130,0.57857,-0.07076,0.45812,0.55899,-0.07381,0.43490,0.58002,-0.05526,0.50607,0.63269,-0.06321,0.47618,0.63506,-0.05708,0.44331,0.61476,-0.05671,0.41692,0.65372,-0.06526,0.48537,0.69208,-0.06985,0.45397,0.69019,-0.05053,0.41982,0.67239,-0.04152,0.39652,0.72308,-0.07540,0.45307,0.74093,-0.07463,0.42480,0.73382,-0.05435,0.39609,0.71962,-0.04150
1,0.27618,0.64850,-0.00000,0.32633,0.55398,-0.00742,0.38712,0.46507,-0.02663,0.42711,0.39214,-0.04581,0.44522,0.32539,-0.06112,0.44385,0.51132,-0.04165,0.51643,0.57187,-0.06350,0.48638,0.58115,-0.07280,0.45381,0.56098,-0.07760,0.42978,0.58241,-0.05254,0.50235,0.63653,-0.06265,0.47108,0.63669,-0.05753,0.43765,0.61607,-0.05730,0.41135,0.65551,-0.06296,0.48026,0.69590,-0.06894,0.44912,0.69279,-0.04994,0.41542,0.67550,-0.04051,0.39102,0.72498,-0.07388,0.44861,0.74399,-0.07338,0.42090,0.73624,-0.05344,0.39268,0.72309,-0.04062
1,0.27457,0.65098,-0.00000,0.32464,0.55932,-0.00694,0.38575,0.47017,-0.02634,0.42567,0.39658,-0.04553,0.44388,0.33002,-0.06090,0.43682,0.51451,-0.04603,0.51334,0.57469,-0.06881,0.48384,0.58395,-0.07718,0.45069,0.56436,-0.08095,0.42216,0.58509,-0.05708,0.49918,0.63922,-0.06864,0.46825,0.63882,-0.06234,0.43374,0.61799,-0.06099,0.40380,0.65727,-0.06729,0.47715,0.69746,-0.07376,0.44616,0.69305,-0.05335,0.41217,0.67624,-0.04290,0.38460,0.72597,-0.07789,0.44478,0.74483,-0.07749,0.41741,0.73604,-0.05713,0.38881,0.72215,-0.04416
1,0.27038,0.64830,-0.00000,0.31989,0.55889,-0.00789,0.38607,0.46982,-0.02814,0.42734,0.39872,-0.04854,0.44726,0.33120,-0.06500,0.41924,0.50916,-0.04916,0.50550,0.56720,-0.07929,0.47582,0.57388,-0.09257,0.44092,0.55502,-0.09832,0.40113,0.57558,-0.06111,0.49137,0.63284,-0.07996,0.45940,0.63159,-0.07611,0.42119,0.61082,-0.07469,0.38285,0.64546,-0.07270,0.46833,0.68972,-0.08411,0.43698,0.68500,-0.06380,0.39980,0.66656,-0.05190,0.36483,0.71403,-0.08482,0.43511,0.73640,-0.08642,0.40774,0.72792,-0.06580,0.37540,0.71329,-0.05226
1,0.26475,0.63798,-0.00000,0.31928,0.54857,-0.01244,0.38737,0.46119,-0.03553,0.42857,0.38830,-0.05747,0.44623,0.31790,-0.07496,0.40000,0.50439,-0.06200,0.49338,0.55798,-0.09590,0.46968,0.56772,-0.10940,0.43474,0.55053,-0.11469,0.37912,0.56930,-0.07207,0.47868,0.62124,-0.09631,0.44930,0.62345,-0.09212,0.41034,0.60499,-0.09027,0.36037,0.63730,-0.08176,0.45563,0.67960,-0.09774,0.42613,0.67530,-0.07706,0.38775,0.65729,-0.06435,0.34328,0.70225,-0.09220,0.42152,0.72894,-0.09749,0.39726,0.71904,-0.07882,0.36282,0.70158,-0.06657
1,0.25645,0.64421,-0.00000,0.31111,0.56272,-0.01846,0.38610,0.47339,-0.04456,0.43057,0.39764,-0.06803,0.44282,0.32289,-0.08716,0.37527,0.48321,-0.07800,0.47628,0.54543,-0.11768,0.45308,0.56218,-0.13306,0.41775,0.54546,-0.13932,0.34915,0.54689,-0.08724,0.45654,0.60989,-0.11971,0.42542,0.61651,-0.11637,0.38428,0.59772,-0.11450,0.32850,0.61758,-0.09611,0.43293,0.66866,-0.11792,0.40073,0.66908,-0.09570,0.36089,0.65161,-0.08167,0.31261,0.68546,-0.10636,0.39645,0.72174,-0.11613,0.37052,0.71656,-0.09871,0.33454,0.69832,-0.08748
1,0.25127,0.65631,-0.00000,0.31825,0.57233,-0.01899,0.39346,0.48584,-0.04042,0.43677,0.41183,-0.05986,0.45174,0.33990,-0.07529,0.35341,0.48129,-0.07022,0.45325,0.54955,-0.10793,0.43392,0.56895,-0.12296,0.40414,0.55468,-0.13083,0.31951,0.54808,-0.07966,0.42664,0.61527,-0.10924,0.40026,0.61956,-0.10662,0.36489,0.60042,-0.10837,0.29677,0.62087,-0.08958,0.40052,0.67508,-0.11108,0.37413,0.67565,-0.09211,0.34198,0.65815,-0.08232,0.28297,0.68716,-0.10111,0.36971,0.72514,-0.10924,0.34849,0.72185,-0.09281,0.31702,0.70554,-0.08394
1,0.26721,0.67848,-0.00000,0.33285,0.58888,-0.02066,0.39065,0.49676,-0.03695,0.41957,0.41654,-0.05197,0.43606,0.34945,-0.06264,0.32597,0.49272,-0.05147,0.41890,0.55994,-0.08823,0.39356,0.57088,-0.10612,0.36180,0.54392,-0.11728,0.28949,0.56037,-0.05946,0.40144,0.62499,-0.08914,0.36997,0.62763,-0.08964,0.33638,0.60808,-0.09423,0.27223,0.63212,-0.06981,0.38049,0.68564,-0.09282,0.34953,0.68577,-0.07793,0.31759,0.66870,-0.07112,0.26420,0.69874,-0.08279,0.34721,0.73740,-0.09150,0.32531,0.73530,-0.07943,0.29590,0.71968,-0.07471
1,0.27949,0.73318,-0.00000,0.34128,0.62281,-0.02513,0.37884,0.50736,-0.04012,0.39353,0.41851,-0.05416,0.40674,0.34431,-0.06297,0.29890,0.50911,-0.05022,0.40057,0.54095,-0.08900,0.38518,0.57766,-0.10727,0.34917,0.57029,-0.11937,0.26856,0.57685,-0.05727,0.39073,0.62280,-0.09036,0.36387,0.64501,-0.09386,0.32650,0.63277,-0.10079,0.25607,0.64920,-0.06818,0.37071,0.69283,-0.09640,0.34567,0.70718,-0.08773,0.31369,0.69129,-0.08497,0.25057,0.71738,-0.08251,0.34433,0.75359,-0.10009,0.32526,0.75866,-0.09719,0.29127,0.74507,-0.09824
1,0.28253,0.76794,-0.00000,0.34402,0.65241,-0.02699,0.37415,0.52348,-0.03980,0.38452,0.42617,-0.05034,0.38961,0.33535,-0.05657,0.28043,0.50472,-0.04687,0.39554,0.55075,-0.08349,0.37939,0.58930,-0.10535,0.33823,0.58015,-0.12283,0.25061,0.57462,-0.05246,0.38606,0.62931,-0.08552,0.35754,0.65066,-0.09513,0.31913,0.63761,-0.10786,0.23992,0.65421,-0.06189,0.36596,0.70627,-0.09098,0.33914,0.72157,-0.08925,0.30521,0.70633,-0.09193,0.23949,0.73044,-0.07518,0.33840,0.77045,-0.09903,0.31746,0.77385,-0.10561,0.28046,0.76143,-0.11262
1,0.28912,0.78454,-0.00000,0.34852,0.66670,-0.02874,0.36757,0.53046,-0.04432,0.37117,0.43043,-0.05629,0.37533,0.33824,-0.06420,0.26531,0.50935,-0.06155,0.38450,0.55161,-0.09899,0.37690,0.59604,-0.11806,0.33594,0.59488,-0.13327,0.23741,0.58433,-0.06617,0.37858,0.62940,-0.10028,0.35970,0.65719,-0.10635,0.31940,0.64992,-0.11609,0.23136,0.66809,-0.07365,0.36093,0.70996,-0.10481,0.34493,0.72960,-0.10045,0.30939,0.71853,-0.10070,0.23527,0.74655,-0.08467,0.33923,0.78153,-0.11224,0.32948,0.78251,-0.11925,0.29639,0.77008,-0.12515
1,0.31322,0.76571,-0.00000,0.36968,0.65026,-0.03512,0.37731,0.51947,-0.05666,0.37244,0.42478,-0.07248,0.37053,0.33546,-0.08463,0.26118,0.50717,-0.08564,0.37218,0.54592,-0.12774,0.38030,0.58798,-0.14647,0.34791,0.58974,-0.16082,0.22966,0.58832,-0.08783,0.36250,0.62798,-0.12504,0.36398,0.64886,-0.12808,0.33027,0.64438,-0.13618,0.22312,0.67474,-0.09239,0.34672,0.70995,-0.12724,0.35106,0.71946,-0.11812,0.32147,0.70837,-0.11525,0.22838,0.75267,-0.10083,0.33004,0.78021,-0.13331,0.33561,0.77376,-0.13905,0.30888,0.75921,-0.14352
1,0.33205,0.76217,-0.00000,0.37733,0.64966,-0.02813,0.37337,0.51987,-0.04398,0.36338,0.42609,-0.05744,0.35743,0.34007,-0.06897,0.24568,0.51240,-0.04881,0.34448,0.54265,-0.08739,0.36046,0.58417,-0.11349,0.33487,0.58958,-0.13282,0.21472,0.59015,-0.05323,0.34091,0.62237,-0.08336,0.35296,0.64982,-0.09459,0.32665,0.65065,-0.10768,0.20666,0.67446,-0.06116,0.32381,0.70387,-0.09277,0.33980,0.72526,-0.09146,0.31813,0.72460,-0.09294,0.20961,0.75402,-0.07235,0.30375,0.77569,-0.09970,0.31888,0.78231,-0.10430,0.29982,0.77918,-0.10716
1,0.31905,0.75688,-0.00000,0.35949,0.64121,-0.03106,0.35218,0.50822,-0.04599,0.34312,0.40962,-0.05867,0.33645,0.32784,-0.06894,0.21968,0.51443,-0.04255,0.30868,0.53475,-0.07712,0.32935,0.56882,-0.10128,0.30788,0.57654,-0.11909,0.18854,0.59595,-0.04543,0.30712,0.61966,-0.07010,0.32400,0.63758,-0.08080,0.29801,0.63685,-0.09421,0.18348,0.68384,-0.05243,0.29487,0.70331,-0.08007,0.31534,0.71951,-0.07833,0.29552,0.72065,-0.08002,0.18925,0.76817,-0.06327,0.27794,0.78172,-0.08811,0.29612,0.78906,-0.09145,0.27916,0.79017,-0.09363
1,0.31015,0.73385,-0.00000,0.33151,0.63279,-0.02293,0.32599,0.49935,-0.05063,0.32066,0.38820,-0.07266,0.31952,0.30603,-0.09623,0.26441,0.54687,-0.10378,0.22877,0.53304,-0.13390,0.25438,0.54174,-0.14375,0.27019,0.54499,-0.14920,0.24658,0.63788,-0.10802,0.19111,0.60510,-0.12897,0.22136,0.60610,-0.12206,0.25272,0.61939,-0.12363,0.23302,0.72073,-0.10917,0.17026,0.68291,-0.12960,0.20435,0.68792,-0.10938,0.24305,0.70009,-0.09885,0.22062,0.79652,-0.11106,0.16006,0.77303,-0.13002,0.18188,0.77281,-0.11871,0.21049,0.78025,-0.11127
1,0.29356,0.73971,-0.00000,0.31363,0.62089,-0.02101,0.30397,0.48140,-0.04199,0.29407,0.37209,-0.05874,0.29473,0.28571,-0.07622,0.17665,0.50522,-0.06678,0.23660,0.52213,-0.09493,0.26611,0.54638,-0.11403,0.26045,0.55279,-0.12794,0.15539,0.60333,-0.07260,0.21352,0.60177,-0.08555,0.24720,0.60981,-0.08539,0.25028,0.61961,-0.09439,0.15390,0.69231,-0.07789,0.19093,0.68749,-0.09580,0.22793,0.69328,-0.08307,0.23944,0.70138,-0.07951,0.15790,0.76874,-0.08436,0.17033,0.76674,-0.09909,0.20417,0.76794,-0.08781,0.22115,0.76863,-0.08112
1,0.28085,0.71104,-0.00000,0.30602,0.59032,-0.03067,0.28787,0.45697,-0.05073,0.27358,0.35436,-0.06838,0.26441,0.27572,-0.08187,0.13166,0.47285,-0.04818,0.21592,0.49865,-0.08781,0.25613,0.53389,-0.11001,0.23901,0.53620,-0.12522,0.10616,0.56798,-0.05462,0.21254,0.58256,-0.08653,0.25570,0.60314,-0.09109,0.23598,0.60064,-0.09691,0.10711,0.65911,-0.06544,0.20751,0.66775,-0.09614,0.25058,0.67654,-0.08431,0.23436,0.67076,-0.07821,0.12050,0.74169,-0.08048,0.20107,0.74879,-0.10102,0.23814,0.74860,-0.09497,0.22818,0.73944,-0.09059
1,0.27125,0.69497,-0.00000,0.29316,0.56849,-0.02984,0.26969,0.44073,-0.04989,0.25431,0.34074,-0.06931,0.24356,0.26266,-0.08529,0.10541,0.46052,-0.04133,0.19047,0.48800,-0.08101,0.22797,0.51869,-0.10560,0.21087,0.51995,-0.12277,0.08119,0.55261,-0.04926,0.19381,0.56840,-0.08186,0.23539,0.58524,-0.09025,0.21514,0.58177,-0.09864,0.08571,0.64271,-0.06161,0.18775,0.65118,-0.09367,0.22773,0.65738,-0.08586,0.20761,0.65141,-0.08238,0.10515,0.72708,-0.07821,0.18439,0.73018,-0.10086,0.21844,0.73246,-0.09681,0.20472,0.72852,-0.09344
1,0.27068,0.67399,-0.00000,0.28634,0.55406,-0.03354,0.25713,0.42320,-0.05499,0.23670,0.32025,-0.07502,0.22349,0.23921,-0.09142,0.08972,0.44592,-0.03890,0.16211,0.46655,-0.07905,0.20668,0.50305,-0.10504,0.19487,0.50982,-0.12269,0.06293,0.53612,-0.04492,0.15764,0.54808,-0.07723,0.20940,0.56775,-0.08597,0.19614,0.56918,-0.09380,0.06480,0.62765,-0.05607,0.14481,0.63235,-0.09131,0.19867,0.63767,-0.08370,0.19217,0.63427,-0.07820,0.08260,0.71550,-0.07127,0.13663,0.72137,-0.09596,0.17930,0.72103,-0.09040,0.17929,0.71625,-0.08416
1,0.26452,0.68147,-0.00000,0.27905,0.55139,-0.02756,0.24893,0.41641,-0.04676,0.22497,0.31221,-0.06578,0.21168,0.22762,-0.08157,0.07645,0.44070,-0.03341,0.14957,0.47072,-0.06718,0.18632,0.50374,-0.08955,0.17662,0.50659,-0.10575,0.04484,0.52972,-0.03982,0.15827,0.55634,-0.06683,0.20134,0.57022,-0.07702,0.18577,0.56765,-0.08623,0.04315,0.62053,-0.05011,0.15628,0.63325,-0.07714,0.19779,0.63488,-0.07504,0.18158,0.62907,-0.07527,0.05779,0.70814,-0.06450,0.15822,0.70921,-0.08355,0.20238,0.70343,-0.08279,0.19770,0.69491,-0.08075
1,0.25697,0.66905,-0.00000,0.26141,0.53970,-0.03425,0.23400,0.40431,-0.05412,0.20841,0.30040,-0.07421,0.19328,0.23385,-0.08704,0.09265,0.44122,-0.01846,0.07255,0.42200,-0.05870,0.13578,0.46967,-0.07741,0.14578,0.47968,-0.08710,0.06258,0.51780,-0.02189,0.04886,0.50256,-0.06387,0.12607,0.54065,-0.06904,0.12608,0.54439,-0.06595,0.04952,0.59875,-0.03229,0.02935,0.58667,-0.07385,0.10466,0.60961,-0.05496,0.10881,0.61056,-0.03499,0.04502,0.68092,-0.04613,0.03055,0.67506,-0.06618,0.08526,0.68058,-0.04702,0.09630,0.67724,-0.02819
1,0.23754,0.67266,-0.00000,0.23465,0.53356,-0.03591,0.19889,0.40441,-0.05623,0.16763,0.29521,-0.07704,0.15158,0.20953,-0.09269,0.05785,0.45400,-0.00496,0.03213,0.43570,-0.04188,0.08039,0.47267,-0.06608,0.09035,0.48714,-0.07953,0.02734,0.52851,-0.00584,-0.00102,0.51617,-0.04243,0.05928,0.54252,-0.05611,0.06915,0.55233,-0.05875,0.01090,0.60579,-0.01472,-0.02442,0.59456,-0.05055,0.03598,0.60806,-0.04110,0.04726,0.61179,-0.02701,0.00516,0.67987,-0.02714,-0.02863,0.67489,-0.04463,0.01275,0.68026,-0.02980,0.02731,0.68242,-0.01317
1,0.23606,0.67494,-0.00000,0.22767,0.53496,-0.03181,0.18023,0.40760,-0.04863,0.14633,0.30807,-0.06548,0.13806,0.22805,-0.07535,0.03184,0.45862,-0.00860,0.00652,0.44162,-0.04677,0.06445,0.48903,-0.06566,0.06472,0.50160,-0.07613,-0.00012,0.54267,-0.01240,-0.01984,0.53014,-0.05255,0.05725,0.56551,-0.05820,0.05811,0.57272,-0.05479,-0.01299,0.62817,-0.02388,-0.03631,0.61601,-0.06464,0.03791,0.63442,-0.04614,0.04062,0.63630,-0.02589,-0.01367,0.70845,-0.03836,-0.03977,0.69954,-0.05758,0.01247,0.70730,-0.03699,0.02242,0.70946,-0.01631
1,0.23978,0.64066,-0.00000,0.23109,0.50798,-0.03919,0.17947,0.38582,-0.05879,0.14069,0.28986,-0.07749,0.12839,0.21455,-0.09059,0.03805,0.43460,-0.01394,0.00729,0.41817,-0.05116,0.04584,0.45514,-0.07210,0.04607,0.46999,-0.08455,0.01354,0.51558,-0.01340,-0.01563,0.50784,-0.05272,0.04071,0.53607,-0.06379,0.04087,0.54726,-0.06474,0.00402,0.59595,-0.02076,-0.03088,0.59244,-0.06020,0.02231,0.60970,-0.05200,0.02231,0.61748,-0.03925,0.00432,0.67164,-0.03165,-0.02956,0.67468,-0.05236,0.00471,0.68797,-0.04057,0.00757,0.69529,-0.02684
1,0.24969,0.62238,-0.00000,0.23096,0.48711,-0.02874,0.17325,0.36505,-0.04425,0.13373,0.27575,-0.05881,0.12171,0.20568,-0.06515,0.03626,0.42983,-0.01648,0.03117,0.40524,-0.05453,0.09215,0.45217,-0.07089,0.08301,0.47278,-0.08224,0.00546,0.51442,-0.02296,-0.00048,0.49123,-0.07135,0.07934,0.52569,-0.08154,0.06669,0.53896,-0.08183,0.00039,0.59713,-0.03466,-0.01238,0.58028,-0.08021,0.06320,0.59761,-0.06347,0.05041,0.60624,-0.04601,0.00795,0.67366,-0.04871,0.00581,0.66388,-0.07257,0.06119,0.66943,-0.05583,0.05721,0.67309,-0.03935
1,0.25301,0.60223,-0.00000,0.22736,0.47494,-0.02607,0.16343,0.35941,-0.04057,0.11821,0.27274,-0.05527,0.09899,0.20503,-0.06248,0.03737,0.43785,-0.01072,0.02456,0.40609,-0.04857,0.08761,0.44628,-0.06688,0.08154,0.46993,-0.07922,0.01288,0.52145,-0.01813,-0.00034,0.49052,-0.06321,0.07824,0.51771,-0.07291,0.06822,0.53525,-0.07369,0.01053,0.60269,-0.03124,-0.00952,0.57907,-0.07336,0.06522,0.59079,-0.05547,0.05754,0.60584,-0.03823,0.01905,0.68013,-0.04676,0.01247,0.66569,-0.06761,0.06660,0.66636,-0.04941,0.06554,0.67274,-0.03265
1,0.26739,0.60356,-0.00000,0.23959,0.48446,-0.03243,0.17087,0.37137,-0.04921,0.12328,0.28929,-0.06475,0.09788,0.22525,-0.07163,0.04307,0.44168,-0.01704,0.02002,0.41864,-0.05983,0.08808,0.45359,-0.07879,0.08925,0.47224,-0.08964,0.02301,0.52840,-0.02251,-0.00009,0.50560,-0.07297,0.08630,0.52620,-0.08080,0.08345,0.53704,-0.07762,0.02414,0.61360,-0.03481,-0.00220,0.59978,-0.08153,0.07818,0.60572,-0.06106,0.07622,0.61293,-0.03945,0.03680,0.69651,-0.05016,0.02590,0.69076,-0.07281,0.08297,0.68258,-0.05290,0.08521,0.68150,-0.03333
