label,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62
0,0.29877,0.69074,-0.00000,0.35173,0.62452,-0.00683,0.37121,0.55746,-0.01845,0.38274,0.51716,-0.03217,0.38518,0.49643,-0.04104,0.27713,0.45041,-0.00488,0.35943,0.43694,-0.02797,0.36406,0.49339,-0.04293,0.34240,0.51517,-0.05302,0.26964,0.46284,-0.01505,0.36836,0.45570,-0.03470,0.37010,0.51357,-0.03740,0.34888,0.53214,-0.03844,0.27479,0.49094,-0.02819,0.37324,0.48495,-0.04416,0.37441,0.53805,-0.03595,0.35373,0.55691,-0.02982,0.28971,0.52853,-0.04321,0.36794,0.51945,-0.05022,0.37226,0.55601,-0.04350,0.35830,0.56885,-0.03825
0,0.29645,0.70007,-0.00000,0.31465,0.64059,-0.01529,0.33142,0.56514,-0.03389,0.34993,0.51447,-0.05107,0.36851,0.48742,-0.06325,0.27636,0.46666,-0.03284,0.36964,0.44415,-0.05888,0.36698,0.49361,-0.07170,0.33811,0.51240,-0.08094,0.27798,0.48681,-0.03993,0.38233,0.47050,-0.06309,0.37187,0.51814,-0.06471,0.34482,0.53492,-0.06670,0.29087,0.52200,-0.04892,0.39066,0.50525,-0.06632,0.37803,0.54829,-0.05676,0.35203,0.56526,-0.05148,0.31034,0.56361,-0.06005,0.38799,0.54583,-0.06860,0.38031,0.57678,-0.06243,0.35748,0.59023,-0.05863
0,0.28664,0.70396,-0.00000,0.30039,0.63839,-0.01013,0.32248,0.56456,-0.02791,0.35019,0.51884,-0.04566,0.37399,0.50372,-0.05947,0.28349,0.47302,-0.02905,0.37990,0.45870,-0.05418,0.37803,0.50813,-0.06684,0.35067,0.52537,-0.07594,0.28674,0.49443,-0.03816,0.39500,0.48705,-0.06049,0.38448,0.53379,-0.06245,0.35751,0.54658,-0.06434,0.29953,0.53038,-0.04851,0.40310,0.52376,-0.06594,0.39189,0.56674,-0.05864,0.36638,0.57700,-0.05425,0.31905,0.57243,-0.06037,0.40160,0.56710,-0.06799,0.39144,0.60211,-0.06254,0.36620,0.61178,-0.05934
0,0.29298,0.69758,-0.00000,0.28799,0.62214,-0.00103,0.30513,0.54799,-0.01751,0.34119,0.50986,-0.03638,0.37632,0.50634,-0.05316,0.28963,0.47812,-0.02795,0.37982,0.45632,-0.05209,0.38218,0.50053,-0.06564,0.35629,0.51970,-0.07463,0.29792,0.50258,-0.04139,0.39742,0.49037,-0.05879,0.39482,0.53419,-0.05992,0.36763,0.54920,-0.06215,0.31374,0.53824,-0.05491,0.40896,0.52884,-0.06655,0.40494,0.57015,-0.05743,0.37954,0.58202,-0.05271,0.33384,0.57897,-0.06926,0.41096,0.56876,-0.07075,0.40620,0.60260,-0.06076,0.38412,0.61454,-0.05507
0,0.30942,0.69735,-0.00000,0.30355,0.62401,-0.00158,0.31860,0.54937,-0.01815,0.35524,0.50927,-0.03668,0.39191,0.50897,-0.05193,0.29190,0.48393,-0.02880,0.37758,0.45588,-0.05238,0.37931,0.49716,-0.06383,0.35582,0.51619,-0.07156,0.30205,0.50646,-0.04194,0.39857,0.48997,-0.05925,0.39443,0.53088,-0.05896,0.36910,0.54347,-0.06044,0.32143,0.53949,-0.05535,0.41433,0.52884,-0.06628,0.40721,0.56666,-0.05748,0.38191,0.57526,-0.05370,0.34691,0.57800,-0.06969,0.42221,0.56871,-0.07150,0.41369,0.59929,-0.06334,0.39068,0.60748,-0.05954
0,0.31495,0.68842,-0.00000,0.30193,0.61567,0.00183,0.31103,0.54252,-0.01238,0.34215,0.50208,-0.02907,0.37394,0.50149,-0.04368,0.29303,0.48103,-0.02556,0.37210,0.45186,-0.04614,0.37483,0.49015,-0.05611,0.35222,0.50971,-0.06327,0.30580,0.50355,-0.04020,0.39312,0.48090,-0.05443,0.39159,0.52032,-0.05390,0.36724,0.53411,-0.05558,0.32686,0.53804,-0.05443,0.41096,0.51394,-0.06476,0.40806,0.55423,-0.05558,0.38427,0.56680,-0.05128,0.35297,0.57826,-0.06906,0.42354,0.55921,-0.07168,0.41907,0.59305,-0.06246,0.39767,0.60551,-0.05726
0,0.30554,0.68814,-0.00000,0.29588,0.61742,-0.00062,0.30979,0.54221,-0.01528,0.34494,0.50239,-0.03157,0.38030,0.50306,-0.04557,0.28750,0.47976,-0.02739,0.37299,0.45281,-0.04773,0.37451,0.49178,-0.05712,0.35015,0.51112,-0.06380,0.30066,0.50286,-0.04013,0.39290,0.48388,-0.05548,0.39015,0.52327,-0.05557,0.36551,0.53822,-0.05733,0.32190,0.53579,-0.05250,0.40937,0.51688,-0.06350,0.40569,0.55738,-0.05508,0.38215,0.57056,-0.05086,0.34764,0.57424,-0.06538,0.42057,0.55466,-0.06769,0.41631,0.59013,-0.05858,0.39583,0.60427,-0.05335
0,0.30631,0.68275,-0.00000,0.29454,0.61117,-0.00054,0.30796,0.53849,-0.01546,0.34430,0.50100,-0.03239,0.37903,0.50342,-0.04713,0.28845,0.47793,-0.02546,0.37158,0.45204,-0.04698,0.37306,0.49069,-0.05876,0.34903,0.50947,-0.06716,0.30258,0.50060,-0.03859,0.39320,0.48518,-0.05400,0.38911,0.52308,-0.05571,0.36360,0.53551,-0.05892,0.32429,0.53348,-0.05162,0.41131,0.51868,-0.06203,0.40507,0.55702,-0.05464,0.38002,0.56684,-0.05168,0.35058,0.57118,-0.06533,0.42248,0.55784,-0.06716,0.41481,0.59193,-0.05873,0.39231,0.60324,-0.05440
0,0.31053,0.67996,-0.00000,0.30118,0.61096,-0.00055,0.31505,0.53937,-0.01556,0.35011,0.50146,-0.03251,0.38354,0.50201,-0.04734,0.29231,0.47587,-0.02479,0.37565,0.45386,-0.04623,0.37615,0.49292,-0.05838,0.35078,0.51118,-0.06712,0.30511,0.49780,-0.03818,0.39603,0.48321,-0.05352,0.39182,0.52197,-0.05547,0.36505,0.53488,-0.05895,0.32543,0.53034,-0.05148,0.41229,0.51378,-0.06255,0.40693,0.55346,-0.05484,0.38130,0.56494,-0.05160,0.35002,0.56832,-0.06532,0.42093,0.55090,-0.06790,0.41476,0.58687,-0.05871,0.39223,0.60060,-0.05379
0,0.30177,0.68211,-0.00000,0.29464,0.61017,0.00192,0.31191,0.54063,-0.01214,0.34943,0.50509,-0.02891,0.38555,0.50807,-0.04401,0.29718,0.47757,-0.02043,0.37756,0.45452,-0.04100,0.37752,0.49524,-0.05378,0.35244,0.51535,-0.06321,0.30971,0.49574,-0.03500,0.39734,0.47893,-0.04969,0.39381,0.51840,-0.05299,0.36722,0.53344,-0.05730,0.32887,0.52667,-0.04919,0.41254,0.50888,-0.05850,0.40810,0.54937,-0.05071,0.38345,0.56298,-0.04758,0.35219,0.56444,-0.06403,0.41952,0.54922,-0.06449,0.41479,0.58473,-0.05472,0.39389,0.59870,-0.04960
0,0.30654,0.67559,-0.00000,0.30523,0.60686,0.00443,0.32379,0.53761,-0.00798,0.35930,0.50268,-0.02374,0.39154,0.49849,-0.03717,0.29574,0.46756,-0.01504,0.38193,0.44953,-0.03487,0.37993,0.48955,-0.04684,0.35592,0.50734,-0.05548,0.30441,0.48566,-0.03032,0.39793,0.47407,-0.04494,0.39136,0.51326,-0.04703,0.36583,0.52804,-0.05027,0.32092,0.51548,-0.04556,0.40895,0.50364,-0.05376,0.40099,0.54310,-0.04445,0.37629,0.55520,-0.04054,0.34195,0.55096,-0.06138,0.41120,0.53934,-0.05985,0.40586,0.57380,-0.04895,0.38580,0.58555,-0.04357
0,0.30766,0.67040,-0.00000,0.30884,0.61189,-0.00076,0.32448,0.54504,-0.01416,0.34751,0.50214,-0.02959,0.36802,0.48509,-0.04243,0.29745,0.46225,-0.01885,0.37753,0.44548,-0.03927,0.37445,0.49050,-0.05094,0.35139,0.50869,-0.05966,0.30333,0.47435,-0.03180,0.39221,0.46752,-0.04704,0.38336,0.50965,-0.04870,0.35992,0.52330,-0.05157,0.31791,0.50206,-0.04521,0.40377,0.49612,-0.05573,0.39246,0.53775,-0.04631,0.36826,0.54964,-0.04208,0.33667,0.53746,-0.05954,0.40475,0.53029,-0.06188,0.39759,0.56434,-0.05245,0.37812,0.57522,-0.04719
0,0.32065,0.69194,-0.00000,0.37636,0.63794,0.00184,0.39797,0.57140,-0.00446,0.41342,0.53143,-0.01497,0.42540,0.51510,-0.02084,0.31848,0.45749,0.00966,0.39165,0.45889,-0.01290,0.39266,0.51500,-0.02841,0.37289,0.52887,-0.03899,0.30772,0.46494,-0.00501,0.39501,0.47454,-0.02618,0.39417,0.53281,-0.03055,0.37520,0.54329,-0.03145,0.30553,0.48693,-0.02268,0.39365,0.50326,-0.03949,0.39143,0.55557,-0.03245,0.37087,0.56533,-0.02626,0.31207,0.51923,-0.04180,0.38405,0.53139,-0.04902,0.38372,0.56869,-0.04323,0.36782,0.57749,-0.03832
0,0.31805,0.69855,-0.00000,0.38281,0.64873,-0.00233,0.41484,0.58183,-0.00879,0.43007,0.53927,-0.01876,0.41405,0.54117,-0.02363,0.33051,0.45839,0.01349,0.40280,0.46672,-0.01184,0.39752,0.52819,-0.02983,0.37149,0.53828,-0.04183,0.31284,0.46056,0.00032,0.39791,0.47945,-0.02249,0.39115,0.54288,-0.02848,0.36746,0.54426,-0.03030,0.30295,0.47948,-0.01672,0.38583,0.50183,-0.03608,0.37930,0.55777,-0.03102,0.35398,0.55995,-0.02560,0.30162,0.50893,-0.03559,0.36808,0.52469,-0.04321,0.36253,0.56432,-0.03770,0.33941,0.56945,-0.03295
0,0.31985,0.70236,-0.00000,0.38008,0.65938,-0.00763,0.42400,0.59083,-0.01514,0.44258,0.54178,-0.02514,0.41547,0.54071,-0.02977,0.35939,0.46461,0.01121,0.41715,0.47415,-0.01483,0.40500,0.53923,-0.03315,0.37998,0.54427,-0.04510,0.33176,0.46248,0.00112,0.39463,0.48662,-0.02310,0.38348,0.55047,-0.03042,0.36208,0.54927,-0.03231,0.30735,0.47607,-0.01336,0.37146,0.50219,-0.03278,0.36408,0.55577,-0.02749,0.34161,0.55673,-0.02136,0.29029,0.49791,-0.03025,0.34829,0.51789,-0.03692,0.34364,0.55842,-0.03064,0.32235,0.56524,-0.02462
0,0.32216,0.70000,-0.00000,0.37991,0.66374,-0.01282,0.43115,0.59843,-0.02201,0.44446,0.54282,-0.03198,0.40716,0.54828,-0.03702,0.37181,0.47831,0.00279,0.42315,0.48039,-0.02147,0.40971,0.54610,-0.03750,0.38554,0.55173,-0.04799,0.34082,0.47372,-0.00364,0.39339,0.48496,-0.02716,0.38395,0.55320,-0.03287,0.36189,0.55540,-0.03343,0.31056,0.48187,-0.01417,0.36266,0.49239,-0.03561,0.35949,0.55301,-0.02938,0.33686,0.55839,-0.02169,0.28402,0.49699,-0.02667,0.33445,0.50007,-0.03583,0.33556,0.54506,-0.02787,0.31580,0.55530,-0.01999
0,0.32189,0.69430,-0.00000,0.37926,0.66073,-0.01554,0.43288,0.60288,-0.02583,0.44342,0.54800,-0.03701,0.40386,0.54402,-0.04314,0.38858,0.49574,0.00274,0.42809,0.48517,-0.02226,0.41378,0.54984,-0.03591,0.39267,0.55322,-0.04406,0.35493,0.48820,-0.00271,0.39622,0.48091,-0.02926,0.38498,0.55350,-0.03481,0.36383,0.55033,-0.03375,0.32092,0.49069,-0.01273,0.36074,0.48449,-0.03985,0.35620,0.55102,-0.03277,0.33417,0.55242,-0.02258,0.28607,0.49895,-0.02427,0.32729,0.49086,-0.03741,0.32829,0.53949,-0.02783,0.30891,0.54784,-0.01758
0,0.31833,0.68883,-0.00000,0.37491,0.66151,-0.01884,0.43189,0.60942,-0.02946,0.43884,0.55404,-0.04023,0.39683,0.54343,-0.04658,0.39502,0.50626,-0.00158,0.42896,0.48740,-0.02641,0.41513,0.54936,-0.04002,0.39792,0.55524,-0.04792,0.36068,0.49651,-0.00503,0.39600,0.47912,-0.03110,0.38464,0.54995,-0.03711,0.36585,0.54829,-0.03659,0.32515,0.49539,-0.01306,0.35773,0.47881,-0.04026,0.35364,0.54438,-0.03300,0.33391,0.54606,-0.02290,0.28585,0.49960,-0.02260,0.32114,0.48420,-0.03582,0.32324,0.53389,-0.02488,0.30722,0.54360,-0.01390
0,0.31444,0.68495,-0.00000,0.37208,0.65978,-0.02014,0.43035,0.60861,-0.03030,0.43122,0.55182,-0.03967,0.38693,0.53700,-0.04468,0.39495,0.50817,-0.00522,0.42732,0.48509,-0.02950,0.41358,0.54816,-0.04176,0.39823,0.55361,-0.04867,0.36077,0.49911,-0.00772,0.39479,0.47367,-0.03417,0.38218,0.54689,-0.04025,0.36338,0.54619,-0.03958,0.32573,0.49763,-0.01440,0.35502,0.47320,-0.04271,0.34933,0.54203,-0.03463,0.33046,0.54391,-0.02366,0.28539,0.49995,-0.02232,0.31762,0.47777,-0.03610,0.31791,0.52927,-0.02375,0.30226,0.53979,-0.01184
0,0.30731,0.68496,-0.00000,0.36542,0.66199,-0.02211,0.42700,0.61098,-0.03274,0.42531,0.55090,-0.04186,0.37969,0.53196,-0.04605,0.39387,0.51385,-0.00782,0.42416,0.48365,-0.03246,0.41033,0.54799,-0.04366,0.39723,0.55514,-0.04934,0.35889,0.50259,-0.00923,0.39013,0.47156,-0.03513,0.37705,0.54544,-0.03966,0.35984,0.54391,-0.03774,0.32322,0.49911,-0.01506,0.34946,0.47088,-0.04298,0.34354,0.54042,-0.03370,0.32646,0.54174,-0.02191,0.28235,0.49863,-0.02227,0.31184,0.47436,-0.03566,0.31203,0.52581,-0.02250,0.29723,0.53639,-0.00995
0,0.30456,0.68019,-0.00000,0.36243,0.65921,-0.02385,0.42307,0.60939,-0.03510,0.41721,0.54886,-0.04440,0.37153,0.52703,-0.04860,0.39392,0.51119,-0.00986,0.41848,0.48162,-0.03491,0.40548,0.54641,-0.04542,0.39472,0.55506,-0.05023,0.35695,0.49900,-0.01048,0.38300,0.46917,-0.03605,0.37028,0.54253,-0.03975,0.35628,0.53922,-0.03733,0.32041,0.49561,-0.01575,0.34226,0.46714,-0.04472,0.33631,0.53739,-0.03491,0.32265,0.53672,-0.02260,0.27866,0.49539,-0.02241,0.30460,0.47190,-0.03707,0.30452,0.52420,-0.02358,0.29206,0.53387,-0.01053
0,0.30002,0.67420,-0.00000,0.35897,0.65801,-0.02486,0.42026,0.60589,-0.03529,0.40966,0.54336,-0.04311,0.36206,0.52343,-0.04550,0.39522,0.51380,-0.01196,0.41686,0.47686,-0.03573,0.40108,0.54464,-0.04421,0.39191,0.55382,-0.04805,0.35726,0.50005,-0.01159,0.37932,0.46606,-0.03585,0.36515,0.54160,-0.03761,0.35424,0.53720,-0.03413,0.31939,0.49628,-0.01579,0.33618,0.46257,-0.04399,0.33039,0.53571,-0.03215,0.32124,0.53525,-0.01870,0.27662,0.49485,-0.02145,0.29557,0.46889,-0.03526,0.29709,0.52223,-0.02044,0.28966,0.53246,-0.00669
0,0.29436,0.67334,-0.00000,0.35295,0.65928,-0.02425,0.41499,0.60710,-0.03365,0.40892,0.54234,-0.04069,0.36622,0.51479,-0.04199,0.39213,0.51706,-0.01040,0.41390,0.47656,-0.03291,0.39685,0.54039,-0.03925,0.38548,0.55106,-0.04120,0.35457,0.50119,-0.00989,0.37483,0.46589,-0.03279,0.36088,0.54049,-0.03301,0.35090,0.53562,-0.02858,0.31633,0.49607,-0.01404,0.33271,0.46070,-0.04193,0.32660,0.53489,-0.02907,0.31737,0.53611,-0.01475,0.27279,0.49331,-0.01966,0.29170,0.46688,-0.03435,0.29404,0.51975,-0.01979,0.28632,0.52916,-0.00584
0,0.29199,0.67258,-0.00000,0.35188,0.65685,-0.02490,0.41418,0.60121,-0.03411,0.40121,0.53625,-0.04067,0.35457,0.51492,-0.04118,0.39111,0.51334,-0.01108,0.41180,0.47293,-0.03295,0.39404,0.53978,-0.03925,0.38368,0.55102,-0.04160,0.35214,0.49896,-0.01022,0.37134,0.46308,-0.03216,0.35746,0.53921,-0.03213,0.34826,0.53402,-0.02794,0.31329,0.49484,-0.01400,0.32860,0.45772,-0.04009,0.32318,0.53250,-0.02671,0.31504,0.53360,-0.01268,0.26955,0.49279,-0.01943,0.28675,0.46385,-0.03226,0.28992,0.51611,-0.01697,0.28335,0.52533,-0.00310
