label,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,v_35,v_36,v_37,v_38,v_39,v_40,v_41,v_42,v_43,v_44,v_45,v_46,v_47,v_48,v_49,v_50,v_51,v_52,v_53,v_54,v_55,v_56,v_57,v_58,v_59,v_60,v_61,v_62
3,0.39371,0.63156,0.00000,0.45636,0.61382,-0.02366,0.51252,0.57272,-0.03242,0.55440,0.53988,-0.04060,0.59003,0.52856,-0.04863,0.47451,0.44398,-0.00769,0.49881,0.37467,-0.01801,0.50958,0.33234,-0.02926,0.51902,0.29652,-0.03825,0.43791,0.42926,-0.00828,0.45186,0.34970,-0.01542,0.45903,0.29740,-0.02639,0.46640,0.25628,-0.03525,0.40099,0.43347,-0.01280,0.40869,0.35810,-0.02259,0.41572,0.31162,-0.03558,0.42531,0.27314,-0.04547,0.36302,0.45426,-0.02010,0.34415,0.41066,-0.03230,0.33374,0.37889,-0.04045,0.32815,0.34888,-0.04578
3,0.39780,0.63524,0.00000,0.46027,0.61841,-0.02508,0.51663,0.57638,-0.03419,0.55990,0.54393,-0.04224,0.59506,0.53227,-0.05015,0.48017,0.44627,-0.00925,0.50450,0.37676,-0.01948,0.51569,0.33441,-0.03079,0.52551,0.29881,-0.03974,0.44367,0.43107,-0.00875,0.45922,0.35185,-0.01509,0.46651,0.30012,-0.02514,0.47304,0.25948,-0.03345,0.40650,0.43499,-0.01234,0.41375,0.35888,-0.02108,0.41922,0.31168,-0.03323,0.42630,0.27224,-0.04272,0.36749,0.45491,-0.01893,0.34922,0.41065,-0.03003,0.33921,0.37750,-0.03773,0.33402,0.34608,-0.04296
3,0.40243,0.63371,0.00000,0.46478,0.61712,-0.02486,0.52151,0.57633,-0.03464,0.56417,0.54525,-0.04349,0.59948,0.53451,-0.05214,0.48433,0.44488,-0.00982,0.50925,0.37552,-0.01991,0.52080,0.33275,-0.03061,0.53053,0.29732,-0.03922,0.44820,0.42926,-0.00946,0.46393,0.35006,-0.01568,0.47134,0.29950,-0.02508,0.47817,0.25975,-0.03293,0.41178,0.43255,-0.01310,0.41961,0.35551,-0.02166,0.42513,0.30850,-0.03365,0.43243,0.26902,-0.04325,0.37400,0.45288,-0.01972,0.35392,0.41041,-0.03122,0.34307,0.37728,-0.03957,0.33710,0.34577,-0.04526
3,0.40717,0.63163,0.00000,0.46760,0.61567,-0.02405,0.52284,0.57535,-0.03396,0.56453,0.54370,-0.04307,0.59751,0.53128,-0.05196,0.48873,0.44397,-0.01129,0.51409,0.37428,-0.02222,0.52584,0.33178,-0.03326,0.53539,0.29593,-0.04207,0.45321,0.42808,-0.01175,0.46976,0.34871,-0.01925,0.47719,0.29800,-0.02924,0.48362,0.25756,-0.03744,0.41696,0.43128,-0.01607,0.42545,0.35418,-0.02606,0.43187,0.30674,-0.03875,0.43921,0.26640,-0.04866,0.37900,0.45135,-0.02310,0.35998,0.40774,-0.03581,0.34796,0.37414,-0.04460,0.34022,0.34211,-0.05055
3,0.41302,0.63037,0.00000,0.46929,0.60957,-0.01664,0.51793,0.55965,-0.02357,0.55682,0.52804,-0.03093,0.58992,0.52037,-0.03905,0.49295,0.44251,-0.01379,0.51592,0.37206,-0.02646,0.52682,0.32765,-0.03789,0.53487,0.28935,-0.04738,0.45959,0.42620,-0.01908,0.47284,0.34369,-0.02924,0.47897,0.29143,-0.04011,0.48291,0.24921,-0.04892,0.42551,0.43012,-0.02697,0.43116,0.35029,-0.03871,0.43536,0.29839,-0.05210,0.44010,0.25390,-0.06272,0.39026,0.45340,-0.03675,0.36620,0.40615,-0.05155,0.35229,0.36973,-0.06126,0.34335,0.33517,-0.06791
3,0.42158,0.62224,0.00000,0.47269,0.59926,-0.01217,0.51170,0.54486,-0.01654,0.54011,0.50796,-0.02184,0.55978,0.49629,-0.02818,0.49293,0.43071,-0.01291,0.51119,0.35850,-0.02517,0.51944,0.31081,-0.03595,0.52386,0.26945,-0.04544,0.46163,0.41792,-0.02097,0.47187,0.33256,-0.03225,0.47686,0.27649,-0.04388,0.47888,0.23088,-0.05337,0.42946,0.42562,-0.03104,0.43403,0.34113,-0.04474,0.43681,0.28554,-0.06026,0.44019,0.23749,-0.07244,0.39603,0.45331,-0.04229,0.36873,0.40516,-0.06077,0.35307,0.36634,-0.07352,0.34284,0.32995,-0.08232
3,0.41833,0.61710,0.00000,0.47360,0.59625,-0.01435,0.51574,0.54257,-0.01916,0.54775,0.50607,-0.02470,0.57336,0.49647,-0.03113,0.48882,0.42420,-0.01242,0.50824,0.35026,-0.02449,0.51743,0.30238,-0.03537,0.52274,0.26102,-0.04485,0.45592,0.41044,-0.01901,0.46696,0.32563,-0.02999,0.47186,0.26954,-0.04159,0.47375,0.22344,-0.05076,0.42281,0.41703,-0.02791,0.42601,0.33407,-0.04120,0.42892,0.27959,-0.05647,0.43227,0.23324,-0.06813,0.38838,0.44307,-0.03830,0.36045,0.39607,-0.05554,0.34417,0.35904,-0.06747,0.33296,0.32468,-0.07552
3,0.41680,0.60987,0.00000,0.47465,0.59092,-0.01892,0.52295,0.54032,-0.02653,0.55915,0.50493,-0.03418,0.58969,0.49856,-0.04228,0.49196,0.41369,-0.01258,0.51105,0.34020,-0.02409,0.51884,0.29283,-0.03488,0.52299,0.25327,-0.04400,0.45582,0.40035,-0.01681,0.46728,0.31601,-0.02659,0.47072,0.26094,-0.03742,0.47180,0.21641,-0.04576,0.41977,0.40661,-0.02393,0.42346,0.32390,-0.03603,0.42572,0.27032,-0.05017,0.42875,0.22567,-0.06067,0.38265,0.43173,-0.03309,0.35624,0.38454,-0.04861,0.34083,0.34803,-0.05899,0.33088,0.31402,-0.06567
3,0.41889,0.60377,0.00000,0.47915,0.58603,-0.02349,0.53112,0.53876,-0.03339,0.57308,0.50440,-0.04253,0.60623,0.49846,-0.05195,0.49644,0.40673,-0.01543,0.51738,0.33245,-0.02714,0.52583,0.28542,-0.03798,0.53109,0.24694,-0.04687,0.45888,0.39347,-0.01742,0.47187,0.30833,-0.02653,0.47652,0.25395,-0.03693,0.47940,0.21089,-0.04501,0.42114,0.40028,-0.02278,0.42620,0.31714,-0.03441,0.42926,0.26360,-0.04868,0.43316,0.21928,-0.05928,0.38261,0.42556,-0.03061,0.35797,0.37834,-0.04565,0.34313,0.34224,-0.05597,0.33323,0.30816,-0.06260
3,0.42251,0.60469,0.00000,0.48450,0.58442,-0.02674,0.54176,0.53754,-0.03871,0.59012,0.50203,-0.04955,0.63074,0.48987,-0.06055,0.50129,0.40604,-0.01759,0.52459,0.33030,-0.03080,0.53526,0.28371,-0.04284,0.54297,0.24546,-0.05222,0.46377,0.39270,-0.01833,0.47724,0.30768,-0.02815,0.48355,0.25325,-0.03916,0.48841,0.20973,-0.04765,0.42595,0.39941,-0.02291,0.43202,0.31878,-0.03493,0.43761,0.26597,-0.04882,0.44453,0.22148,-0.05922,0.38751,0.42445,-0.03036,0.36557,0.37710,-0.04518,0.35152,0.34139,-0.05477,0.34174,0.30751,-0.06092
3,0.42981,0.60896,0.00000,0.49170,0.58817,-0.02575,0.54925,0.54098,-0.03691,0.59405,0.50746,-0.04700,0.63033,0.49302,-0.05734,0.51038,0.40754,-0.01910,0.53513,0.33074,-0.03332,0.54657,0.28301,-0.04641,0.55513,0.24141,-0.05671,0.47299,0.39264,-0.02040,0.48765,0.30634,-0.03115,0.49378,0.25033,-0.04305,0.49793,0.20503,-0.05247,0.43504,0.39870,-0.02520,0.44222,0.31644,-0.03786,0.44794,0.26390,-0.05167,0.45429,0.21938,-0.06218,0.39607,0.42389,-0.03275,0.37410,0.37585,-0.04797,0.36009,0.34027,-0.05722,0.34985,0.30677,-0.06314
3,0.43920,0.61175,0.00000,0.50218,0.59198,-0.02618,0.55893,0.54461,-0.03721,0.60101,0.50845,-0.04709,0.63679,0.49241,-0.05706,0.51659,0.40917,-0.01807,0.54181,0.33275,-0.03252,0.55339,0.28406,-0.04581,0.56204,0.24303,-0.05611,0.47803,0.39501,-0.01902,0.49106,0.30811,-0.03034,0.49725,0.25141,-0.04257,0.50142,0.20600,-0.05195,0.44039,0.40194,-0.02359,0.44472,0.31995,-0.03682,0.44996,0.26723,-0.05046,0.45601,0.22269,-0.06063,0.40269,0.42811,-0.03096,0.37980,0.37997,-0.04660,0.36650,0.34320,-0.05582,0.35782,0.30847,-0.06159
3,0.44896,0.61756,0.00000,0.51129,0.59756,-0.02389,0.56917,0.55060,-0.03384,0.61267,0.51640,-0.04318,0.64886,0.49803,-0.05276,0.52529,0.41372,-0.01418,0.55284,0.33856,-0.02750,0.56519,0.29241,-0.04048,0.57550,0.25288,-0.05077,0.48755,0.39823,-0.01620,0.50004,0.31139,-0.02609,0.50781,0.25525,-0.03863,0.51383,0.21085,-0.04865,0.45071,0.40454,-0.02177,0.45468,0.32091,-0.03393,0.46148,0.26856,-0.04861,0.46916,0.22398,-0.05989,0.41534,0.42956,-0.02997,0.39368,0.38217,-0.04508,0.38010,0.34764,-0.05479,0.37020,0.31468,-0.06109
3,0.45982,0.62230,0.00000,0.52362,0.60449,-0.02454,0.58125,0.56080,-0.03615,0.62402,0.52717,-0.04714,0.66102,0.51484,-0.05836,0.54366,0.41777,-0.01573,0.56924,0.34418,-0.03030,0.58105,0.29856,-0.04438,0.59055,0.25817,-0.05556,0.50522,0.40210,-0.01824,0.51715,0.31542,-0.02972,0.52431,0.25952,-0.04298,0.52997,0.21336,-0.05354,0.46735,0.40799,-0.02434,0.47360,0.32418,-0.03743,0.48053,0.27101,-0.05168,0.48855,0.22607,-0.06232,0.43051,0.43286,-0.03308,0.41081,0.37834,-0.04780,0.40015,0.33978,-0.05667,0.39338,0.30373,-0.06249
3,0.46711,0.62776,0.00000,0.53025,0.61269,-0.02863,0.58853,0.57123,-0.04213,0.63240,0.53938,-0.05408,0.67104,0.52443,-0.06569,0.55317,0.42611,-0.01951,0.57985,0.35148,-0.03483,0.59314,0.30434,-0.04907,0.60352,0.26316,-0.06040,0.51490,0.40820,-0.02076,0.52830,0.31775,-0.03353,0.53561,0.26057,-0.04701,0.54124,0.21389,-0.05726,0.47646,0.41315,-0.02594,0.48394,0.32596,-0.04134,0.49220,0.27143,-0.05631,0.50099,0.22415,-0.06681,0.43836,0.43783,-0.03394,0.41743,0.38063,-0.05151,0.40517,0.33990,-0.06172,0.39692,0.30032,-0.06797
3,0.46907,0.63055,0.00000,0.53209,0.61713,-0.03011,0.58974,0.57696,-0.04425,0.63468,0.54741,-0.05707,0.67305,0.53093,-0.06923,0.55529,0.42674,-0.01422,0.58253,0.35360,-0.02864,0.59563,0.30620,-0.04375,0.60642,0.26412,-0.05603,0.51904,0.40862,-0.01444,0.53023,0.31774,-0.02665,0.53725,0.25999,-0.04086,0.54285,0.21362,-0.05179,0.48327,0.41215,-0.01914,0.49035,0.32467,-0.03384,0.49836,0.27002,-0.04765,0.50635,0.22105,-0.05720,0.44778,0.43388,-0.02711,0.43700,0.37251,-0.04320,0.43032,0.32975,-0.05200,0.42570,0.28838,-0.05720
3,0.46579,0.63312,0.00000,0.53096,0.62107,-0.02739,0.58863,0.58029,-0.04004,0.63422,0.55076,-0.05216,0.67210,0.53616,-0.06391,0.55435,0.42946,-0.01063,0.58081,0.35359,-0.02420,0.59494,0.30782,-0.03871,0.60690,0.26710,-0.05069,0.51940,0.41056,-0.01196,0.53155,0.32013,-0.02389,0.53753,0.26309,-0.03825,0.54118,0.21734,-0.04946,0.48494,0.41279,-0.01767,0.49359,0.32526,-0.03178,0.50083,0.27072,-0.04503,0.50742,0.22204,-0.05449,0.44977,0.43398,-0.02653,0.44358,0.37146,-0.04160,0.43904,0.32810,-0.04963,0.43609,0.28672,-0.05470
3,0.45839,0.62926,0.00000,0.52589,0.62306,-0.02886,0.58730,0.58595,-0.04128,0.63502,0.55618,-0.05296,0.67487,0.54661,-0.06421,0.55572,0.43012,-0.00996,0.58467,0.35642,-0.02019,0.60061,0.31048,-0.03179,0.61309,0.27160,-0.04187,0.51887,0.40724,-0.01011,0.53374,0.31762,-0.01716,0.54139,0.26355,-0.02780,0.54710,0.21960,-0.03669,0.48217,0.40580,-0.01490,0.49240,0.32043,-0.02622,0.50063,0.26805,-0.03945,0.50778,0.22235,-0.04939,0.44422,0.42384,-0.02298,0.42799,0.36767,-0.03744,0.41727,0.33148,-0.04633,0.40908,0.29831,-0.05207
3,0.45605,0.63059,0.00000,0.52241,0.62575,-0.02976,0.58478,0.58816,-0.04248,0.63283,0.55942,-0.05438,0.67222,0.55230,-0.06593,0.55670,0.42871,-0.01101,0.58616,0.35568,-0.02135,0.60257,0.30949,-0.03307,0.61465,0.26991,-0.04342,0.52020,0.40669,-0.01145,0.53526,0.31561,-0.01929,0.54192,0.26038,-0.03050,0.54579,0.21516,-0.03970,0.48296,0.40612,-0.01659,0.49593,0.31887,-0.02901,0.50526,0.26507,-0.04325,0.51319,0.21787,-0.05369,0.44341,0.42427,-0.02501,0.42812,0.36213,-0.04047,0.41773,0.32425,-0.04993,0.40965,0.28966,-0.05596
3,0.45419,0.63534,0.00000,0.52052,0.63130,-0.03168,0.58348,0.59648,-0.04609,0.63294,0.57013,-0.05941,0.67394,0.56245,-0.07213,0.55798,0.43353,-0.01400,0.58849,0.36036,-0.02628,0.60560,0.31360,-0.03923,0.61837,0.27354,-0.05026,0.52154,0.40980,-0.01413,0.53677,0.31754,-0.02344,0.54357,0.26066,-0.03528,0.54764,0.21467,-0.04474,0.48385,0.40868,-0.01906,0.49768,0.31967,-0.03294,0.50768,0.26514,-0.04757,0.51617,0.21778,-0.05802,0.44379,0.42739,-0.02738,0.42804,0.36533,-0.04438,0.41662,0.32718,-0.05421,0.40706,0.29259,-0.06015
3,0.45342,0.64237,0.00000,0.51976,0.64029,-0.03200,0.58552,0.60675,-0.04652,0.63788,0.58333,-0.05983,0.67847,0.57761,-0.07244,0.56231,0.44000,-0.01446,0.59292,0.36696,-0.02728,0.61092,0.32087,-0.04085,0.62487,0.28210,-0.05201,0.52608,0.41550,-0.01436,0.54195,0.32314,-0.02363,0.54947,0.26561,-0.03549,0.55431,0.21887,-0.04496,0.48824,0.41320,-0.01914,0.50302,0.32491,-0.03253,0.51337,0.27053,-0.04692,0.52227,0.22295,-0.05715,0.44739,0.43071,-0.02748,0.43361,0.36741,-0.04347,0.42261,0.32786,-0.05271,0.41349,0.29156,-0.05838
3,0.45475,0.65076,0.00000,0.52159,0.64984,-0.03347,0.58881,0.61689,-0.04875,0.64191,0.59393,-0.06235,0.68485,0.58784,-0.07529,0.56915,0.44954,-0.01816,0.60162,0.37573,-0.03307,0.62094,0.32986,-0.04840,0.63638,0.28971,-0.06084,0.53236,0.42302,-0.01789,0.54940,0.32950,-0.02936,0.55805,0.27071,-0.04311,0.56315,0.22228,-0.05387,0.49333,0.42001,-0.02244,0.50958,0.33079,-0.03762,0.52088,0.27479,-0.05298,0.53049,0.22494,-0.06373,0.45127,0.43717,-0.03051,0.43821,0.37147,-0.04782,0.42810,0.33023,-0.05751,0.41974,0.29168,-0.06320
3,0.45295,0.65575,0.00000,0.52144,0.65438,-0.03130,0.58988,0.62205,-0.04549,0.64392,0.59821,-0.05876,0.68613,0.59291,-0.07165,0.57117,0.45307,-0.01374,0.60690,0.37809,-0.02675,0.62754,0.33055,-0.04044,0.64386,0.28998,-0.05187,0.53392,0.42626,-0.01458,0.55436,0.33124,-0.02436,0.56337,0.27144,-0.03718,0.56914,0.22235,-0.04745,0.49460,0.42233,-0.02021,0.51312,0.33057,-0.03389,0.52450,0.27308,-0.04903,0.53392,0.22307,-0.06016,0.45142,0.43868,-0.02931,0.43942,0.37301,-0.04563,0.43083,0.33210,-0.05520,0.42458,0.29540,-0.06120
3,0.44781,0.65785,0.00000,0.51558,0.65337,-0.03198,0.58518,0.61747,-0.04716,0.64023,0.59400,-0.06125,0.68487,0.59038,-0.07535,0.56635,0.45097,-0.01915,0.60134,0.37448,-0.03595,0.62220,0.32644,-0.05280,0.63859,0.28358,-0.06626,0.52808,0.42281,-0.02044,0.54739,0.32696,-0.03377,0.55684,0.26533,-0.04918,0.56215,0.21430,-0.06111,0.48814,0.41879,-0.02624,0.50365,0.32986,-0.04135,0.51608,0.27219,-0.05675,0.52708,0.22165,-0.06800,0.44492,0.43657,-0.03558,0.43115,0.37107,-0.05207,0.42313,0.32858,-0.06111,0.41799,0.29009,-0.06662
3,0.44263,0.65613,0.00000,0.51084,0.64758,-0.03299,0.58084,0.61035,-0.04931,0.63624,0.58531,-0.06463,0.67979,0.58010,-0.08018,0.55762,0.44368,-0.01812,0.59323,0.36607,-0.03353,0.61225,0.31717,-0.04945,0.62662,0.27405,-0.06267,0.51813,0.41745,-0.01941,0.53683,0.31950,-0.03173,0.54571,0.25774,-0.04708,0.55119,0.20669,-0.05932,0.47721,0.41509,-0.02533,0.49139,0.32354,-0.03981,0.50238,0.26561,-0.05555,0.51186,0.21441,-0.06752,0.43350,0.43488,-0.03495,0.41970,0.36937,-0.05159,0.41065,0.32607,-0.06146,0.40399,0.28579,-0.06780
3,0.44375,0.65258,0.00000,0.50879,0.63498,-0.02786,0.57353,0.59147,-0.04353,0.62717,0.56514,-0.05937,0.66984,0.55453,-0.07566,0.54878,0.43315,-0.01765,0.58156,0.35189,-0.03447,0.59803,0.30139,-0.05088,0.61060,0.25639,-0.06449,0.51154,0.41024,-0.02256,0.52744,0.30883,-0.03677,0.53477,0.24512,-0.05266,0.53937,0.19238,-0.06533,0.47276,0.41131,-0.03159,0.48466,0.31371,-0.04736,0.49154,0.25290,-0.06261,0.49820,0.19884,-0.07435,0.43211,0.43594,-0.04384,0.41388,0.36705,-0.06153,0.40197,0.32140,-0.07125,0.39301,0.27875,-0.07758
3,0.44604,0.63884,0.00000,0.50574,0.61824,-0.01626,0.55778,0.56101,-0.02564,0.60068,0.51941,-0.03685,0.62456,0.49121,-0.04938,0.53812,0.41743,-0.01723,0.56551,0.33046,-0.03678,0.57999,0.27573,-0.05358,0.58992,0.22786,-0.06718,0.50943,0.40353,-0.02828,0.51918,0.29285,-0.04660,0.52252,0.22106,-0.06392,0.52067,0.16069,-0.07728,0.47824,0.41487,-0.04207,0.48238,0.30684,-0.06274,0.48243,0.24093,-0.08031,0.48100,0.18191,-0.09315,0.44551,0.44914,-0.05750,0.42202,0.38076,-0.08172,0.40581,0.33246,-0.09532,0.39133,0.28805,-0.10396
3,0.44678,0.62914,0.00000,0.50280,0.59085,-0.01660,0.53430,0.50270,-0.02485,0.54277,0.43102,-0.03364,0.54159,0.37997,-0.04369,0.53600,0.39045,-0.02364,0.54651,0.29325,-0.04875,0.54970,0.23091,-0.06826,0.54898,0.17818,-0.08265,0.51165,0.38838,-0.03448,0.51046,0.27387,-0.05794,0.50895,0.19721,-0.07740,0.50555,0.12976,-0.09095,0.48436,0.41278,-0.04791,0.47851,0.30068,-0.07346,0.47291,0.23428,-0.09310,0.46822,0.17098,-0.10651,0.45596,0.45814,-0.06263,0.43606,0.39670,-0.09174,0.42185,0.35357,-0.10782,0.40917,0.31097,-0.11748
3,0.44202,0.61320,0.00000,0.49729,0.58019,-0.00527,0.52878,0.49594,-0.00637,0.55305,0.43921,-0.01036,0.57724,0.40637,-0.01672,0.52207,0.36462,-0.00960,0.53481,0.26736,-0.02741,0.53683,0.20389,-0.04190,0.53416,0.15167,-0.05353,0.49758,0.35723,-0.02470,0.49577,0.24048,-0.03998,0.49349,0.16263,-0.05633,0.48959,0.09483,-0.06867,0.47227,0.37939,-0.04136,0.46422,0.27006,-0.06032,0.45668,0.20495,-0.08015,0.44954,0.14306,-0.09520,0.44683,0.42801,-0.05847,0.42151,0.38291,-0.08381,0.40601,0.35273,-0.09928,0.39229,0.32255,-0.10896
3,0.44071,0.60758,0.00000,0.49945,0.57411,-0.01551,0.53810,0.49091,-0.02304,0.56304,0.43219,-0.03189,0.57559,0.40990,-0.04290,0.52405,0.35035,-0.02564,0.53662,0.24650,-0.04757,0.54137,0.18077,-0.06496,0.54153,0.12378,-0.07874,0.49129,0.34046,-0.03940,0.49294,0.21238,-0.05824,0.49508,0.12946,-0.07494,0.49354,0.06157,-0.08709,0.45621,0.36175,-0.05533,0.44880,0.23657,-0.07775,0.44216,0.15974,-0.09954,0.43586,0.09327,-0.11530,0.42066,0.41034,-0.07247,0.37810,0.34820,-0.10112,0.34851,0.30592,-0.11797,0.32197,0.26815,-0.12844
